116.405285	39.904989
117.190182	39.125596
114.502461	38.045474
118.175393	39.635113
119.586579	39.942531
114.490686	36.612273
114.508851	37.0682
115.482331	38.867657
114.884091	40.811901
117.939152	40.976204
116.857461	38.310582
116.704441	39.523927
115.665993	37.735097
112.549248	37.857014
113.295259	40.09031
113.583285	37.861188
113.113556	36.191112
112.851274	35.497553
112.433387	39.331261
112.736465	37.696495
111.003957	35.022778
112.733538	38.41769
111.517973	36.08415
111.134335	37.524366
111.670801	40.818311
109.840405	40.658168
106.825563	39.673734
118.956806	42.275317
122.263119	43.617429
109.99029	39.817179
119.758168	49.215333
107.416959	40.757402
113.114543	41.034126
122.070317	46.076268
116.090996	43.944018
105.706422	38.844814
123.429096	41.796767
121.618622	38.91459
122.995632	41.110626
123.921109	41.875956
123.770519	41.297909
124.383044	40.124296
121.135742	41.119269
122.235151	40.667432
121.648962	42.011796
123.18152	41.269402
120.451176	41.576758
122.06957	41.124484
123.844279	42.290585
120.856394	40.755572
125.3245	43.886841
126.55302	43.843577
124.370785	43.170344
125.145349	42.902692
125.936501	41.721177
126.427839	41.942505
124.823608	45.118243
122.841114	45.619026
129.513228	42.904823
126.642464	45.756967
123.95792	47.342081
130.975966	45.300046
130.277487	47.332085
131.157304	46.643442
125.11272	46.590734
128.899396	47.724775
130.361634	46.809606
131.015584	45.771266
129.618602	44.582962
127.499023	50.249585
126.99293	46.637393
124.711526	52.335262
121.472644	31.231706
118.767413	32.041544
120.301663	31.574729
117.184811	34.261792
119.946973	31.772752
120.619585	31.299379
120.864608	32.016212
119.178821	34.600018
119.021265	33.597506
120.139998	33.377631
119.421003	32.393159
119.452753	32.204402
119.915176	32.484882
118.275162	33.963008
120.153576	30.287459
121.549792	29.868388
120.672111	28.000575
120.750865	30.762653
120.102398	30.867198
120.582112	29.997117
119.649506	29.089524
118.87263	28.941708
122.106863	30.016028
121.428599	28.661378
119.921786	28.451993
117.283042	31.86119
118.376451	31.326319
117.363228	32.939667
117.018329	32.647574
118.507906	31.689362
116.794664	33.971707
117.816576	30.929935
117.043551	30.50883
118.317325	29.709239
118.316264	32.303627
115.819729	32.896969
116.984084	33.633891
116.507676	31.752889
115.782939	33.869338
117.489157	30.656037
118.757995	30.945667
119.306239	26.075302
118.11022	24.490474
119.007558	25.431011
117.635001	26.265444
118.589421	24.908853
117.661801	24.510897
118.178459	26.635627
117.02978	25.091603
119.527082	26.65924
115.892151	28.676493
117.214664	29.29256
113.852186	27.622946
115.992811	29.712034
114.930835	27.810834
117.033838	28.238638
114.940278	25.85097
114.986373	27.111699
114.391136	27.8043
116.358351	27.98385
117.971185	28.44442
117.000923	36.675807
120.355173	36.082982
118.047648	36.814939
117.557964	34.856424
118.66471	37.434564
121.391382	37.539297
119.107078	36.70925
116.587245	35.415393
117.129063	36.194968
122.116394	37.509691
119.461208	35.428588
118.326443	35.065282
116.307428	37.453968
115.980367	36.456013
118.016974	37.383542
115.469381	35.246531
113.665412	34.757975
114.341447	34.797049
112.434468	34.663041
113.307718	33.735241
114.352482	36.103442
114.295444	35.748236
113.883991	35.302616
113.238266	35.23904
115.041299	35.768234
113.826063	34.022956
114.026405	33.575855
111.194099	34.777338
112.540918	32.999082
115.650497	34.437054
114.075031	32.123274
114.649653	33.620357
114.024736	32.980169
114.298572	30.584355
115.077048	30.220074
110.787916	32.646907
111.290843	30.702636
112.144146	32.042426
114.890593	30.396536
112.204251	31.03542
113.926655	30.926423
112.23813	30.326857
114.879365	30.447711
114.328963	29.832798
113.37377	31.717497
109.48699	30.283114
